class,cap-diameter,cap-shape,cap-surface,stem-width,has-ring
e,Small,Sunken,Leathery,10.11,f
p,Fairly Large,Convex,Grooved,18.03,t
p,Large,Convex,missing,12.03,f
p,Fairly Large,Sunken,Silky,33.37,f
p,Fairly Large,Convex,missing,9.64,f
e,Moderate,Convex,Hairy,6.54,t
e,Small,Flat,Silky,5.45,f
e,Small,Convex,Textured,13.36,f
p,Large,Others,Silky,0.0,t
p,Fairly Large,Flat,Dry,2.31,f
p,Large,Convex,Textured,24.6,f
p,Medium,Sunken,Dry,9.9,f
e,Tiny,Others,Leathery,59.59,f
e,Small,Flat,Silky,12.88,t
p,Fairly Large,Flat,Grooved,43.81,f
e,Small,Flat,Silky,13.05,f
e,Small,Sunken,Silky,21.65,f
p,Fairly Large,Convex,Hairy,14.09,t
p,Medium,Convex,missing,0.97,f
p,Fairly Large,Flat,missing,11.46,f
e,Small,Flat,Grooved,3.48,f
e,Small,Sunken,Leathery,8.43,f
p,Fairly Large,Flat,missing,3.37,f
p,Fairly Large,Punctate,Textured,2.31,t
p,Medium,Punctate,Textured,2.49,t
p,Medium,Convex,Smooth,10.37,t
e,Tiny,Flat,missing,12.53,t
p,Medium,Convex,Grooved,0.65,f
p,Fairly Large,Others,Smooth,17.1,f
e,Small,Flat,Scaly,8.33,f
p,Fairly Large,Sunken,Textured,14.31,f
e,Moderate,Convex,missing,3.47,f
p,Fairly Large,Flat,missing,3.51,f
e,Moderate,Convex,Textured,10.35,f
p,Medium,Others,Silky,0.0,f
p,Large,Sunken,Textured,14.95,f
p,Fairly Large,Bell,missing,2.43,f
p,Fairly Large,Others,Sticky,1.76,f
e,Moderate,Convex,missing,7.94,f
p,Medium,Convex,Silky,6.65,f
e,Moderate,Convex,Dry,13.0,f
p,Medium,Convex,Textured,16.93,f
p,Medium,Flat,missing,3.32,f
e,Moderate,Convex,missing,12.72,t
e,Moderate,Sunken,Textured,16.84,f
e,Moderate,Convex,Hairy,15.39,t
e,Small,Convex,Hairy,6.35,f
p,Medium,Others,Textured,0.0,f
p,Large,Convex,Iridescent,14.5,f
p,Fairly Large,Convex,Grooved,2.81,f
p,Fairly Large,Convex,Sticky,32.0,f
p,Large,Flat,missing,3.57,f
e,Moderate,Flat,missing,14.4,f
p,Large,Conical,Smooth,12.04,f
e,Small,Convex,Silky,18.14,t
e,Medium,Flat,Silky,8.56,f
p,Medium,Convex,Textured,15.58,f
p,Large,Flat,Silky,6.06,f
p,Large,Convex,missing,19.69,f
e,Medium,Convex,Silky,16.0,f
p,Fairly Large,Flat,Scaly,18.63,f
e,Moderate,Convex,Textured,10.81,f
p,Fairly Large,Bell,Textured,4.58,f
e,Small,Convex,Textured,13.81,f
e,Moderate,Convex,Silky,6.75,f
e,Moderate,Flat,Scaly,19.69,t
p,Medium,Flat,Hairy,15.33,t
e,Medium,Sunken,Textured,17.82,f
e,Small,Convex,missing,20.14,f
p,Fairly Large,Convex,Textured,24.54,f
e,Moderate,Others,Scaly,32.86,f
e,Medium,Convex,Dry,14.72,f
p,Fairly Large,Flat,Dry,7.56,f
p,Fairly Large,Others,Textured,10.73,f
e,Moderate,Others,missing,21.73,f
p,Fairly Large,Flat,Wrinkled,6.11,f
e,Moderate,Convex,missing,8.79,t
e,Small,Flat,Silky,17.45,t
p,Medium,Flat,missing,12.31,f
e,Moderate,Convex,Scaly,9.71,f
e,Small,Flat,Scaly,10.95,t
e,Medium,Convex,Hairy,5.18,t
e,Moderate,Punctate,Grooved,1.76,f
e,Moderate,Flat,Silky,25.48,f
p,Large,Convex,Scaly,11.5,t
p,Large,Flat,Wrinkled,6.83,f
p,Large,Flat,Hairy,17.35,f
p,Large,Convex,Scaly,3.58,t
p,Large,Convex,Scaly,9.05,t
e,Small,Flat,Dry,5.05,f
p,Medium,Others,Sticky,14.23,f
p,Large,Convex,Iridescent,16.71,f
p,Medium,Flat,Grooved,19.37,t
p,Large,Convex,Scaly,3.44,t
e,Small,Flat,missing,14.63,t
e,Small,Sunken,Smooth,28.44,f
e,Small,Flat,Grooved,0.88,f
e,Moderate,Convex,Hairy,12.7,t
e,Moderate,Bell,Grooved,3.2,f
e,Medium,Punctate,missing,16.18,f
p,Large,Sunken,Dry,7.13,f
p,Large,Convex,Sticky,28.52,f
e,Moderate,Convex,missing,4.43,f
p,Fairly Large,Flat,Scaly,16.16,f
p,Large,Flat,Silky,8.2,f
p,Fairly Large,Sunken,Wrinkled,5.74,f
p,Large,Flat,missing,6.41,f
e,Moderate,Convex,Scaly,10.75,f
e,Small,Convex,Hairy,14.89,f
p,Medium,Sunken,Dry,2.74,f
p,Fairly Large,Convex,Textured,14.59,f
e,Medium,Convex,Sticky,9.67,f
p,Fairly Large,Sunken,Dry,2.21,f
e,Medium,Flat,Silky,10.08,f
p,Large,Convex,Hairy,13.33,t
p,Large,Sunken,Dry,10.28,f
e,Small,Convex,Textured,5.35,t
e,Small,Convex,Dry,10.12,f
p,Large,Sunken,Dry,5.97,f
p,Large,Bell,Grooved,3.47,f
e,Moderate,Sunken,Scaly,3.74,f
e,Moderate,Convex,Dry,11.37,f
p,Fairly Large,Convex,Hairy,7.03,f
p,Large,Convex,Grooved,0.95,f
p,Medium,Sunken,missing,7.26,f
p,Large,Convex,Scaly,3.21,t
p,Large,Flat,Dry,37.23,f
e,Moderate,Punctate,Scaly,11.37,t
e,Moderate,Sunken,Scaly,3.78,f
e,Moderate,Flat,Scaly,4.35,f
e,Moderate,Punctate,Scaly,12.68,t
p,Large,Bell,Hairy,1.5,f
p,Large,Flat,missing,11.1,f
p,Large,Bell,Textured,2.65,t
e,Medium,Convex,Dry,6.29,f
p,Large,Convex,Scaly,3.59,t
e,Medium,Convex,missing,7.73,f
p,Large,Convex,missing,14.13,t
e,Small,Convex,Sticky,10.14,f
e,Medium,Convex,Textured,15.64,t
p,Fairly Large,Convex,Smooth,9.97,t
p,Large,Convex,Iridescent,8.36,t
p,Fairly Large,Convex,Smooth,13.87,f
e,Small,Bell,Grooved,2.6,f
e,Moderate,Flat,missing,4.55,f
p,Fairly Large,Convex,Textured,17.7,f
e,Moderate,Convex,missing,7.67,f
p,Fairly Large,Flat,Silky,5.42,f
e,Small,Convex,Textured,21.33,f
p,Large,Convex,Textured,6.8,t
e,Medium,Convex,Textured,77.98,f
p,Large,Flat,Leathery,4.83,f
e,Small,Flat,Silky,21.86,f
p,Fairly Large,Bell,Scaly,3.26,t
p,Large,Convex,missing,3.98,f
e,Moderate,Convex,Hairy,12.72,f
e,Moderate,Convex,Textured,19.68,f
e,Moderate,Sunken,missing,8.56,f
p,Large,Others,Leathery,0.0,f
p,Medium,Sunken,missing,6.77,f
e,Medium,Convex,Scaly,26.56,t
e,Moderate,Convex,Dry,17.91,f
e,Small,Bell,Grooved,3.7,f
p,Fairly Large,Convex,Iridescent,5.2,f
e,Medium,Others,Scaly,34.0,f
e,Small,Flat,Silky,10.53,f
e,Small,Sunken,Leathery,9.44,f
e,Moderate,Punctate,Silky,18.19,t
e,Small,Convex,Textured,4.03,t
e,Small,Convex,Textured,8.0,f
p,Large,Flat,Wrinkled,6.24,f
p,Large,Flat,Hairy,2.95,f
e,Small,Flat,Silky,12.11,t
p,Large,Convex,Smooth,14.41,f
e,Moderate,Convex,missing,4.86,f
e,Small,Flat,missing,12.89,f
e,Moderate,Flat,missing,16.95,f
p,Fairly Large,Flat,Wrinkled,4.88,f
e,Small,Flat,Smooth,19.71,t
e,Moderate,Convex,missing,9.33,f
p,Large,Convex,Textured,33.07,f
p,Fairly Large,Convex,Grooved,0.65,f
e,Medium,Flat,missing,18.07,f
p,Medium,Sunken,Hairy,11.72,f
e,Medium,Flat,missing,14.13,f
p,Large,Convex,Textured,6.47,f
e,Small,Conical,Grooved,1.68,f
e,Medium,Bell,Grooved,2.91,f
e,Medium,Sunken,Dry,6.2,f
e,Medium,Bell,Grooved,4.06,f
e,Moderate,Convex,Textured,22.41,f
e,Small,Convex,Iridescent,17.81,t
p,Large,Flat,Wrinkled,6.92,f
p,Large,Convex,Silky,7.32,t
e,Medium,Convex,Scaly,13.68,t
e,Moderate,Flat,missing,3.06,f
e,Small,Flat,missing,21.19,t
e,Moderate,Sunken,missing,7.12,f
p,Fairly Large,Convex,Dry,32.29,f
e,Moderate,Convex,Scaly,12.25,t
p,Large,Flat,Textured,15.2,f
p,Large,Convex,Grooved,2.81,f
p,Large,Punctate,Textured,2.6,t
e,Small,Flat,Smooth,19.77,t
p,Medium,Flat,Dry,2.96,f
e,Medium,Convex,Silky,29.14,f
p,Fairly Large,Flat,Sticky,7.01,t
e,Medium,Bell,Hairy,9.27,f
e,Moderate,Flat,Dry,5.28,f
p,Large,Flat,Silky,5.08,f
e,Medium,Flat,missing,12.79,f
e,Medium,Convex,Silky,35.65,f
p,Fairly Large,Bell,Textured,7.68,t
p,Large,Flat,Dry,3.09,f
p,Medium,Sunken,missing,5.28,f
e,Moderate,Sunken,Dry,7.65,f
e,Medium,Convex,Silky,17.05,t
e,Moderate,Convex,Textured,5.83,f
e,Moderate,Convex,Wrinkled,14.98,f
e,Moderate,Convex,missing,8.12,f
p,Medium,Bell,Iridescent,8.43,f
p,Large,Convex,Hairy,16.88,f
p,Fairly Large,Convex,missing,2.68,f
p,Fairly Large,Flat,missing,8.38,f
p,Fairly Large,Convex,Textured,7.73,f
e,Small,Bell,Scaly,2.97,f
p,Large,Flat,missing,7.01,f
e,Moderate,Bell,Grooved,3.14,f
e,Small,Flat,missing,13.48,f
e,Moderate,Convex,Grooved,2.0,f
e,Medium,Sunken,Textured,17.06,f
p,Fairly Large,Flat,Textured,16.71,f
p,Large,Flat,Textured,25.0,f
e,Medium,Punctate,Grooved,1.63,f
p,Very Large,Bell,Scaly,16.76,f
p,Large,Convex,Scaly,3.25,t
p,Large,Flat,Grooved,15.97,t
p,Fairly Large,Convex,missing,2.75,f
p,Fairly Large,Flat,Textured,3.54,f
e,Small,Convex,Scaly,10.05,f
p,Fairly Large,Convex,missing,11.81,f
p,Medium,Convex,missing,2.65,f
p,Medium,Sunken,missing,6.13,f
e,Moderate,Flat,Grooved,3.01,f
e,Small,Convex,missing,6.87,f
p,Large,Conical,Hairy,3.11,f
e,Moderate,Convex,Scaly,17.35,t
e,Small,Flat,missing,21.68,t
e,Moderate,Convex,Silky,16.24,t
p,Large,Convex,missing,12.74,f
e,Medium,Convex,missing,9.86,f
p,Large,Convex,missing,2.5,f
p,Fairly Large,Flat,Dry,2.17,f
e,Medium,Convex,Scaly,24.54,t
e,Medium,Flat,Silky,17.08,f
p,Large,Convex,Iridescent,7.16,f
p,Large,Others,Leathery,0.0,f
e,Small,Flat,Dry,6.66,f
p,Fairly Large,Convex,Silky,7.89,f
e,Small,Convex,missing,14.04,f
e,Moderate,Convex,Dry,6.16,f
p,Fairly Large,Flat,Textured,16.31,f
e,Small,Flat,Scaly,18.35,t
e,Moderate,Convex,Hairy,6.62,f
p,Large,Bell,Hairy,6.65,t
p,Large,Flat,missing,13.29,t
e,Moderate,Flat,Scaly,3.59,f
p,Fairly Large,Flat,Textured,16.47,f
e,Moderate,Convex,missing,9.51,f
e,Small,Convex,Scaly,17.58,t
e,Small,Flat,Silky,15.65,t
p,Medium,Others,missing,24.33,f
e,Small,Sunken,Smooth,26.99,f
p,Fairly Large,Convex,Textured,6.36,f
e,Medium,Others,missing,19.73,f
e,Medium,Convex,Silky,16.22,t
p,Medium,Sunken,missing,8.06,f
p,Fairly Large,Convex,Textured,7.22,f
e,Moderate,Convex,missing,9.57,f
e,Medium,Conical,missing,18.65,f
e,Small,Flat,Hairy,7.39,f
p,Fairly Large,Flat,Silky,37.85,f
p,Medium,Convex,Textured,23.99,f
e,Moderate,Flat,Smooth,19.87,t
p,Large,Convex,Grooved,0.81,f
p,Fairly Large,Convex,Silky,7.95,t
p,Large,Convex,Hairy,24.59,f
p,Large,Convex,Silky,8.34,f
e,Small,Convex,Hairy,13.22,t
p,Fairly Large,Convex,Grooved,1.05,f
p,Fairly Large,Sunken,missing,6.93,f
p,Fairly Large,Sunken,missing,6.01,f
p,Fairly Large,Convex,Grooved,1.04,f
e,Moderate,Sunken,Wrinkled,13.99,f
e,Small,Convex,missing,11.88,t
p,Fairly Large,Others,missing,23.04,f
e,Small,Flat,Silky,13.92,f
p,Fairly Large,Convex,missing,18.83,f
e,Small,Punctate,Dry,36.91,f
p,Large,Convex,Textured,10.3,t
e,Moderate,Flat,Silky,16.33,f
e,Medium,Convex,Sticky,9.79,f
e,Moderate,Flat,Silky,20.96,f
p,Large,Bell,Textured,2.32,t
p,Large,Flat,Scaly,3.68,t
e,Small,Convex,Silky,12.18,f
e,Small,Convex,Hairy,4.61,t
e,Moderate,Conical,Grooved,1.01,f
e,Medium,Punctate,Wrinkled,63.29,f
e,Moderate,Convex,missing,4.99,f
e,Moderate,Convex,missing,9.71,f
e,Small,Convex,Smooth,17.6,t
e,Moderate,Flat,Wrinkled,15.11,f
e,Moderate,Flat,missing,15.02,f
p,Large,Convex,Silky,10.6,f
e,Moderate,Sunken,missing,6.86,f
p,Fairly Large,Flat,missing,9.93,f
e,Medium,Convex,missing,8.81,f
p,Large,Flat,Silky,4.53,f
e,Medium,Flat,Silky,9.9,f
p,Large,Flat,Textured,4.99,f
p,Medium,Convex,Grooved,0.7,f
e,Small,Convex,missing,22.11,f
p,Fairly Large,Convex,Sticky,27.66,f
p,Large,Others,Sticky,1.49,f
p,Large,Convex,Grooved,1.29,f
p,Large,Sunken,Dry,6.25,f
e,Small,Convex,missing,13.15,t
p,Fairly Large,Convex,Silky,7.43,f
p,Fairly Large,Flat,Sticky,3.17,f
e,Moderate,Convex,Wrinkled,12.73,f
p,Very Large,Others,missing,27.0,f
p,Fairly Large,Convex,Hairy,16.89,t
e,Moderate,Sunken,missing,6.5,f
p,Large,Bell,missing,1.94,f
p,Fairly Large,Convex,missing,21.27,f
p,Large,Convex,Textured,8.82,f
p,Fairly Large,Flat,Dry,6.83,t
p,Large,Bell,Textured,5.15,t
p,Very Large,Sunken,missing,13.51,t
p,Medium,Convex,Scaly,4.51,f
p,Fairly Large,Convex,missing,14.42,t
p,Fairly Large,Bell,Grooved,2.97,f
p,Large,Flat,missing,3.38,f
e,Medium,Convex,Scaly,16.94,t
p,Large,Sunken,Dry,2.79,f
p,Fairly Large,Conical,Iridescent,7.58,f
e,Moderate,Others,missing,21.58,f
e,Moderate,Convex,Dry,31.71,f
e,Medium,Flat,missing,17.05,f
p,Fairly Large,Flat,missing,14.33,f
e,Small,Flat,missing,16.93,t
e,Medium,Flat,Hairy,4.64,f
p,Medium,Sunken,Textured,16.64,t
e,Moderate,Punctate,missing,13.9,f
e,Moderate,Convex,missing,4.36,f
e,Medium,Flat,missing,3.83,f
p,Large,Flat,Grooved,16.19,t
p,Large,Bell,Hairy,1.57,f
e,Moderate,Convex,Leathery,9.03,f
e,Medium,Bell,Grooved,3.38,f
p,Large,Convex,Scaly,3.49,t
p,Fairly Large,Convex,Textured,6.48,t
e,Moderate,Flat,missing,18.74,f
e,Moderate,Sunken,Leathery,59.66,f
p,Large,Sunken,Dry,34.32,f
p,Medium,Others,missing,27.51,t
e,Medium,Conical,Hairy,12.49,f
e,Medium,Flat,Silky,14.37,f
p,Large,Sunken,Silky,7.05,f
e,Moderate,Convex,missing,24.3,f
p,Large,Sunken,Dry,9.78,f
e,Medium,Conical,missing,21.57,f
p,Large,Convex,Sticky,7.06,t
e,Moderate,Sunken,missing,8.71,f
p,Fairly Large,Convex,Silky,36.77,f
e,Medium,Convex,Leathery,9.47,f
p,Large,Bell,Hairy,1.55,f
e,Moderate,Flat,Hairy,6.38,f
p,Large,Flat,Wrinkled,6.33,f
e,Moderate,Flat,Scaly,12.78,t
p,Fairly Large,Convex,Textured,7.24,t
p,Very Large,Sunken,Sticky,25.29,f
p,Large,Bell,Grooved,2.6,f
e,Medium,Convex,Smooth,26.31,f
p,Large,Bell,Silky,6.67,f
e,Medium,Convex,Dry,11.8,f
e,Moderate,Convex,Textured,16.8,t
p,Fairly Large,Flat,Grooved,16.43,t
p,Large,Convex,Grooved,39.53,f
e,Moderate,Convex,Hairy,3.89,t
e,Medium,Convex,Textured,23.53,f
p,Very Large,Convex,Grooved,1.04,f
p,Fairly Large,Flat,Dry,39.66,f
e,Moderate,Sunken,Silky,19.91,f
e,Moderate,Bell,Scaly,3.44,f
e,Moderate,Sunken,missing,19.74,f
p,Large,Convex,Scaly,11.29,t
p,Fairly Large,Bell,Textured,12.58,t
p,Large,Flat,Hairy,8.59,f
p,Fairly Large,Flat,Silky,9.34,f
p,Large,Sunken,missing,13.57,t
e,Moderate,Bell,Grooved,1.53,f
p,Fairly Large,Punctate,Grooved,11.78,t
p,Large,Flat,missing,5.88,f
p,Large,Sunken,Textured,12.67,f
p,Very Large,Convex,Hairy,7.55,f
e,Moderate,Others,Leathery,60.62,f
p,Large,Convex,Grooved,0.69,f
p,Large,Bell,Textured,4.91,f
e,Medium,Sunken,missing,9.05,f
p,Fairly Large,Convex,Scaly,11.69,t
p,Fairly Large,Sunken,Silky,5.52,f
e,Medium,Flat,missing,15.3,f
p,Fairly Large,Convex,Iridescent,4.26,f
p,Large,Convex,missing,26.23,f
p,Large,Convex,Iridescent,7.57,t
e,Moderate,Flat,missing,15.3,f
e,Moderate,Flat,Hairy,9.44,f
e,Small,Convex,Dry,11.16,f
p,Large,Sunken,Sticky,6.63,t
e,Moderate,Convex,Textured,13.73,f
e,Moderate,Convex,Scaly,6.89,f
e,Medium,Convex,missing,4.96,f
e,Small,Convex,Hairy,12.16,f
p,Very Large,Convex,Iridescent,7.42,t
p,Fairly Large,Convex,Sticky,1.28,f
e,Moderate,Convex,Grooved,1.01,f
e,Moderate,Convex,Silky,10.72,f
e,Small,Flat,Silky,11.27,t
p,Very Large,Punctate,Scaly,18.91,f
e,Medium,Flat,Silky,12.25,f
p,Fairly Large,Punctate,Scaly,17.01,f
p,Large,Convex,Textured,15.08,f
e,Moderate,Flat,Textured,21.16,f
p,Very Large,Flat,missing,16.25,t
e,Moderate,Flat,missing,20.45,f
e,Medium,Flat,Scaly,10.71,t
p,Fairly Large,Convex,Silky,8.55,t
e,Medium,Bell,Grooved,2.85,f
p,Large,Flat,Wrinkled,5.66,f
e,Medium,Sunken,missing,7.54,f
e,Moderate,Convex,missing,9.0,f
e,Medium,Flat,Silky,9.54,f
e,Medium,Convex,Grooved,2.53,f
e,Moderate,Convex,Smooth,23.59,f
p,Very Large,Flat,Silky,5.1,f
p,Large,Convex,missing,13.92,f
p,Very Large,Convex,Grooved,2.51,f
e,Moderate,Convex,Smooth,19.28,f
p,Large,Flat,Wrinkled,5.79,f
e,Small,Flat,missing,14.57,f
e,Small,Convex,Hairy,5.99,t
p,Very Large,Bell,Hairy,5.71,t
p,Large,Convex,Smooth,10.47,t
e,Small,Convex,Leathery,9.24,f
p,Fairly Large,Conical,Sticky,12.98,f
p,Fairly Large,Flat,missing,1.05,f
p,Medium,Convex,missing,3.31,f
p,Fairly Large,Convex,missing,2.65,f
p,Large,Convex,Grooved,1.09,f
p,Large,Bell,Grooved,3.65,f
e,Medium,Convex,Silky,16.49,f
p,Fairly Large,Bell,Textured,11.73,t
e,Medium,Convex,Hairy,12.19,f
p,Very Large,Flat,missing,0.88,f
e,Moderate,Convex,Smooth,22.34,f
e,Moderate,Sunken,missing,21.76,f
p,Large,Bell,missing,2.36,f
p,Fairly Large,Punctate,Textured,2.62,t
p,Large,Sunken,Dry,8.76,f
p,Fairly Large,Sunken,Sticky,28.34,f
e,Moderate,Convex,Hairy,18.03,t
p,Fairly Large,Sunken,Wrinkled,7.14,f
p,Fairly Large,Others,Sticky,1.45,f
e,Moderate,Flat,Smooth,22.55,f
e,Medium,Convex,Sticky,9.69,f
e,Small,Flat,Scaly,13.21,t
e,Medium,Convex,Silky,5.59,f
e,Medium,Sunken,missing,7.54,f
e,Moderate,Convex,Scaly,17.48,t
e,Small,Convex,Silky,13.12,t
e,Medium,Flat,Grooved,3.75,f
e,Medium,Punctate,Silky,12.64,t
e,Medium,Sunken,Leathery,8.81,f
e,Moderate,Convex,Scaly,7.28,f
e,Small,Convex,Scaly,11.21,f
p,Very Large,Bell,Textured,6.41,t
e,Moderate,Convex,Hairy,15.1,t
e,Moderate,Punctate,Silky,14.17,t
p,Large,Convex,missing,0.97,f
p,Large,Convex,missing,11.99,f
e,Medium,Flat,Scaly,8.46,f
e,Moderate,Convex,Hairy,6.1,f
e,Moderate,Convex,Wrinkled,2.5,f
p,Large,Convex,Textured,16.35,f
p,Very Large,Convex,missing,20.77,f
p,Very Large,Sunken,Dry,32.33,f
e,Medium,Convex,Leathery,9.58,f
p,Fairly Large,Flat,missing,6.14,f
e,Small,Sunken,Dry,5.78,f
p,Fairly Large,Sunken,Dry,9.96,f
p,Large,Bell,Textured,4.85,f
p,Fairly Large,Convex,Sticky,6.77,t
e,Small,Others,Scaly,27.29,f
p,Fairly Large,Convex,Silky,45.67,f
e,Medium,Convex,Textured,14.62,t
e,Medium,Convex,missing,3.35,f
p,Fairly Large,Bell,missing,2.15,f
p,Large,Sunken,Textured,15.85,f
e,Medium,Conical,Hairy,12.76,f
e,Moderate,Bell,Grooved,2.9,f
e,Moderate,Convex,Silky,6.15,f
p,Large,Convex,Scaly,3.2,t
p,Fairly Large,Flat,missing,15.1,f
e,Medium,Sunken,Leathery,10.04,f
p,Large,Flat,Grooved,40.03,f
p,Fairly Large,Others,missing,28.31,t
p,Large,Convex,Textured,28.98,f
e,Moderate,Sunken,missing,23.97,f
p,Fairly Large,Sunken,Wrinkled,6.02,f
e,Moderate,Sunken,Leathery,37.9,f
e,Small,Convex,Dry,12.03,f
e,Moderate,Bell,Scaly,2.8,f
e,Medium,Convex,Grooved,1.06,f
e,Small,Convex,Hairy,5.75,f
e,Moderate,Sunken,Scaly,3.24,f
p,Very Large,Convex,Smooth,15.97,f
e,Medium,Conical,Grooved,0.89,f
p,Very Large,Convex,missing,4.13,f
p,Very Large,Convex,Silky,18.42,f
p,Fairly Large,Sunken,Textured,26.97,f
p,Very Large,Sunken,Hairy,12.83,f
p,Large,Convex,Grooved,2.55,f
p,Very Large,Convex,Sticky,1.62,f
p,Very Large,Bell,Textured,7.61,t
e,Small,Flat,Silky,9.22,f
e,Medium,Sunken,Scaly,3.3,f
p,Large,Sunken,Dry,8.78,f
p,Fairly Large,Convex,Textured,7.43,t
p,Fairly Large,Sunken,Wrinkled,4.88,f
p,Large,Flat,missing,14.63,t
e,Moderate,Convex,missing,12.53,t
e,Medium,Convex,Hairy,6.04,t
p,Very Large,Flat,Silky,55.72,f
p,Very Large,Convex,Silky,16.34,f
e,Medium,Convex,Silky,6.01,f
p,Very Large,Convex,Grooved,1.02,f
p,Very Large,Others,Leathery,0.0,f
p,Fairly Large,Punctate,missing,29.16,f
p,Fairly Large,Sunken,missing,12.66,t
p,Fairly Large,Bell,missing,2.5,f
e,Medium,Others,missing,23.68,f
p,Large,Convex,Textured,9.08,t
p,Large,Convex,Grooved,1.12,f
p,Fairly Large,Convex,Dry,2.8,f
p,Large,Sunken,Textured,13.14,f
p,Fairly Large,Sunken,Sticky,43.87,f
p,Very Large,Convex,Hairy,14.41,t
p,Fairly Large,Convex,Scaly,8.87,t
p,Fairly Large,Sunken,Sticky,30.6,f
e,Small,Sunken,Textured,18.69,f
e,Medium,Flat,Silky,15.23,f
e,Moderate,Convex,Textured,8.79,f
p,Large,Others,missing,25.8,f
p,Very Large,Convex,Grooved,0.97,f
p,Fairly Large,Convex,Textured,8.22,t
p,Large,Convex,Grooved,15.85,t
e,Medium,Sunken,missing,6.56,f
p,Very Large,Others,Textured,13.32,f
e,Moderate,Flat,Hairy,11.86,f
p,Large,Sunken,missing,6.36,f
p,Fairly Large,Convex,Textured,6.59,f
e,Moderate,Sunken,Dry,11.3,f
p,Fairly Large,Convex,Textured,30.72,f
p,Fairly Large,Flat,Dry,3.33,f
e,Medium,Flat,missing,16.96,f
e,Small,Flat,Silky,15.31,f
p,Fairly Large,Convex,Textured,12.37,f
e,Small,Convex,Silky,11.01,f
p,Large,Convex,Grooved,2.45,f
e,Moderate,Convex,missing,22.77,f
p,Large,Bell,Hairy,1.73,f
p,Fairly Large,Sunken,Sticky,5.63,t
p,Very Large,Convex,Iridescent,5.58,f
p,Large,Flat,missing,13.37,f
p,Very Large,Conical,Hairy,2.97,f
p,Fairly Large,Flat,Wrinkled,6.22,f
p,Very Large,Others,Textured,0.0,f
p,Very Large,Convex,missing,21.3,f
e,Medium,Convex,missing,7.57,f
p,Large,Flat,Scaly,19.78,f
p,Very Large,Flat,Sticky,2.68,f
e,Medium,Flat,Scaly,7.43,f
e,Moderate,Convex,missing,5.25,f
p,Large,Flat,Leathery,4.6,f
p,Large,Punctate,Grooved,15.77,t
p,Large,Sunken,Textured,17.87,f
e,Moderate,Flat,Silky,13.39,t
e,Moderate,Sunken,missing,21.22,f
e,Medium,Flat,Silky,10.33,f
e,Moderate,Conical,Grooved,1.51,f
p,Fairly Large,Convex,Silky,7.99,t
e,Medium,Convex,Hairy,4.72,t
p,Large,Flat,Leathery,5.27,f
e,Moderate,Others,Scaly,25.56,f
e,Medium,Sunken,missing,20.02,f
p,Large,Convex,Hairy,13.57,t
p,Fairly Large,Convex,Hairy,5.41,t
p,Large,Sunken,Sticky,27.25,f
p,Fairly Large,Convex,missing,13.29,f
p,Very Large,Others,Textured,15.05,f
p,Fairly Large,Bell,Textured,2.57,t
p,Very Large,Bell,Grooved,3.25,f
p,Large,Convex,Silky,7.57,f
e,Moderate,Convex,Leathery,8.25,f
e,Moderate,Convex,Grooved,1.02,f
p,Very Large,Convex,Grooved,1.45,f
p,Fairly Large,Sunken,missing,6.6,f
p,Fairly Large,Flat,Sticky,30.23,f
p,Very Large,Flat,Silky,31.45,f
p,Fairly Large,Conical,Iridescent,7.1,f
e,Moderate,Flat,Hairy,7.17,f
p,Large,Convex,Scaly,7.4,t
p,Very Large,Convex,Iridescent,8.3,t
p,Large,Bell,Hairy,1.68,f
e,Small,Convex,missing,9.33,t
p,Fairly Large,Sunken,Silky,7.95,f
e,Small,Convex,missing,8.05,t
p,Large,Sunken,missing,12.71,t
e,Moderate,Others,Scaly,36.41,f
p,Very Large,Sunken,missing,13.48,t
p,Fairly Large,Others,Leathery,0.0,f
e,Moderate,Convex,missing,14.57,f
p,Very Large,Convex,missing,1.16,f
p,Large,Convex,missing,16.55,f
e,Medium,Convex,Textured,69.26,f
p,Large,Conical,Smooth,10.95,f
e,Small,Flat,Iridescent,10.78,t
e,Fairly Large,Conical,Textured,12.58,f
e,Moderate,Convex,Dry,15.08,f
e,Medium,Convex,Textured,64.51,f
e,Medium,Punctate,missing,15.32,f
p,Very Large,Sunken,missing,5.78,f
e,Medium,Flat,Silky,17.31,f
e,Moderate,Flat,Silky,9.46,f
e,Fairly Large,Convex,Hairy,13.0,f
e,Medium,Flat,Smooth,22.99,f
p,Large,Flat,Dry,3.18,f
e,Moderate,Flat,missing,18.29,f
p,Fairly Large,Bell,Hairy,1.15,f
e,Medium,Flat,Wrinkled,14.02,f
p,Large,Convex,missing,2.63,f
e,Moderate,Convex,missing,4.69,f
p,Fairly Large,Convex,Hairy,30.83,f
p,Large,Convex,missing,26.69,f
p,Large,Bell,Textured,4.05,f
p,Large,Flat,missing,5.8,f
e,Medium,Convex,missing,22.18,f
e,Moderate,Flat,Silky,15.62,f
e,Medium,Convex,Dry,12.86,f
e,Moderate,Flat,missing,21.0,f
p,Fairly Large,Convex,Textured,7.29,t
e,Moderate,Convex,Hairy,5.71,f
p,Large,Conical,Smooth,11.81,f
p,Very Large,Convex,Grooved,1.02,f
p,Fairly Large,Bell,Textured,5.2,t
e,Medium,Punctate,Dry,36.43,f
